timeStep;prevStat;prevAct;prevArg;obtRewd;oldQVal;newQVal;randAct
2651;MocafeStateMocafeState<-417594, 208805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-87237474570.0;0.0;-17447494914.0;true
2652;MocafeStateMocafeState<-417794, 208905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-87321034970.0;0.0;-17464206994.0;true
2653;MocafeStateMocafeState<-417994, 209005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-87404635370.0;0.0;-17480927074.0;true
2654;MocafeStateMocafeState<-418194, 209105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-87488275770.0;0.0;-17497655154.0;true
2655;MocafeStateMocafeState<-418394, 209205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-87571956170.0;0.0;-17514391234.0;true
2656;MocafeStateMocafeState<-418594, 209305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-87655676570.0;0.0;-17531135314.0;true
2657;MocafeStateMocafeState<-418794, 209405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-87739436970.0;0.0;-17547887394.0;true
2658;MocafeStateMocafeState<-418994, 209505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-87823237370.0;0.0;-17564647474.0;true
2659;MocafeStateMocafeState<-419194, 209605.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-87865158370.0;0.0;-17573031674.0;false
2660;MocafeStateMocafeState<-419194, 209605.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-87865158370.0;0.0;-17573031674.0;false
2661;MocafeStateMocafeState<-419194, 209605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-87907077770.0;0.0;-17581415554.0;true
2662;MocafeStateMocafeState<-419394, 209705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-87990958170.0;0.0;-17598191634.0;true
2663;MocafeStateMocafeState<-419594, 209805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-88074878570.0;0.0;-17614975714.0;true
2664;MocafeStateMocafeState<-419794, 209905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-88158838970.0;0.0;-17631767794.0;true
2665;MocafeStateMocafeState<-419994, 210005.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-88200839970.0;0.0;-17640167994.0;false
2666;MocafeStateMocafeState<-419994, 210005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-88242839370.0;0.0;-17648567874.0;true
2667;MocafeStateMocafeState<-420194, 210105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-88326879770.0;0.0;-17665375954.0;true
2668;MocafeStateMocafeState<-420394, 210205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-88410960170.0;0.0;-17682192034.0;true
2669;MocafeStateMocafeState<-420594, 210305.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-88453021170.0;0.0;-17690604234.0;false
2670;MocafeStateMocafeState<-420594, 210305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-88495080570.0;0.0;-17699016114.0;true
2671;MocafeStateMocafeState<-420794, 210405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-88579240970.0;0.0;-17715848194.0;true
2672;MocafeStateMocafeState<-420994, 210505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-88663441370.0;0.0;-17732688274.0;true
2673;MocafeStateMocafeState<-421194, 210605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-88747681770.0;0.0;-17749536354.0;true
2674;MocafeStateMocafeState<-421394, 210705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-88831962170.0;0.0;-17766392434.0;true
2675;MocafeStateMocafeState<-421594, 210805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-88916282570.0;0.0;-17783256514.0;true
2676;MocafeStateMocafeState<-421794, 210905.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-88916284170.0;0.0;-17783256834.0;false
2677;MocafeStateMocafeState<-421594, 210805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-88916282570.0;0.0;-17783256514.0;true
2678;MocafeStateMocafeState<-421794, 210905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-89000642970.0;0.0;-17800128594.0;true
2679;MocafeStateMocafeState<-421994, 211005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-89085043370.0;0.0;-17817008674.0;true
2680;MocafeStateMocafeState<-422194, 211105.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-89127264370.0;0.0;-17825452874.0;false
2681;MocafeStateMocafeState<-422194, 211105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-89169483770.0;0.0;-17833896754.0;true
2682;MocafeStateMocafeState<-422394, 211205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-89253964170.0;0.0;-17850792834.0;true
2683;MocafeStateMocafeState<-422594, 211305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-89338484570.0;0.0;-17867696914.0;true
2684;MocafeStateMocafeState<-422794, 211405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-89423044970.0;0.0;-17884608994.0;true
2685;MocafeStateMocafeState<-422994, 211505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-89507645370.0;0.0;-17901529074.0;true
2686;MocafeStateMocafeState<-423194, 211605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-89592285770.0;0.0;-17918457154.0;true
2687;MocafeStateMocafeState<-423394, 211705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-89676966170.0;0.0;-17935393234.0;true
2688;MocafeStateMocafeState<-423594, 211805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-89761686570.0;0.0;-17952337314.0;true
2689;MocafeStateMocafeState<-423794, 211905.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-89761688170.0;0.0;-17952337634.0;false
2690;MocafeStateMocafeState<-423594, 211805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-89761686570.0;0.0;-17952337314.0;true
2691;MocafeStateMocafeState<-423794, 211905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-89846446970.0;0.0;-17969289394.0;true
2692;MocafeStateMocafeState<-423994, 212005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-89931247370.0;0.0;-17986249474.0;true
2693;MocafeStateMocafeState<-424194, 212105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-90016087770.0;0.0;-18003217554.0;true
2694;MocafeStateMocafeState<-424394, 212205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-90100968170.0;0.0;-18020193634.0;true
2695;MocafeStateMocafeState<-424594, 212305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-90185888570.0;0.0;-18037177714.0;true
2696;MocafeStateMocafeState<-424794, 212405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-90270848970.0;0.0;-18054169794.0;true
2697;MocafeStateMocafeState<-424994, 212505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-90355849370.0;0.0;-18071169874.0;true
2698;MocafeStateMocafeState<-425194, 212605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-90440889770.0;0.0;-18088177954.0;true
2699;MocafeStateMocafeState<-425394, 212705.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-90440891370.0;0.0;-18088178274.0;false
2700;MocafeStateMocafeState<-425194, 212605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-90440889770.0;0.0;-18088177954.0;true
2701;MocafeStateMocafeState<-425394, 212705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-90525970170.0;0.0;-18105194034.0;true
2702;MocafeStateMocafeState<-425594, 212805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-90611090570.0;0.0;-18122218114.0;true
2703;MocafeStateMocafeState<-425794, 212905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-90696250970.0;0.0;-18139250194.0;true
2704;MocafeStateMocafeState<-425994, 213005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-90781451370.0;0.0;-18156290274.0;true
2705;MocafeStateMocafeState<-426194, 213105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-90866691770.0;0.0;-18173338354.0;true
2706;MocafeStateMocafeState<-426394, 213205.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-90866693370.0;0.0;-18173338674.0;false
2707;MocafeStateMocafeState<-426194, 213105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-90866691770.0;0.0;-18173338354.0;true
2708;MocafeStateMocafeState<-426394, 213205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-90951972170.0;0.0;-18190394434.0;true
2709;MocafeStateMocafeState<-426594, 213305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-91037292570.0;0.0;-18207458514.0;true
2710;MocafeStateMocafeState<-426794, 213405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-91122652970.0;0.0;-18224530594.0;true
2711;MocafeStateMocafeState<-426994, 213505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-91208053370.0;0.0;-18241610674.0;true
2712;MocafeStateMocafeState<-427194, 213605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-91293493770.0;0.0;-18258698754.0;true
2713;MocafeStateMocafeState<-427394, 213705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-91378974170.0;0.0;-18275794834.0;true
2714;MocafeStateMocafeState<-427594, 213805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-91464494570.0;0.0;-18292898914.0;true
2715;MocafeStateMocafeState<-427794, 213905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-91550054970.0;0.0;-18310010994.0;true
2716;MocafeStateMocafeState<-427994, 214005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-91635655370.0;0.0;-18327131074.0;true
2717;MocafeStateMocafeState<-428194, 214105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-91721295770.0;0.0;-18344259154.0;true
2718;MocafeStateMocafeState<-428394, 214205.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-91721297370.0;0.0;-18344259474.0;false
2719;MocafeStateMocafeState<-428194, 214105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-91721295770.0;0.0;-18344259154.0;true
2720;MocafeStateMocafeState<-428394, 214205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-91806976170.0;0.0;-18361395234.0;true
2721;MocafeStateMocafeState<-428594, 214305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-91892696570.0;0.0;-18378539314.0;true
2722;MocafeStateMocafeState<-428794, 214405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-91978456970.0;0.0;-18395691394.0;true
2723;MocafeStateMocafeState<-428994, 214505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-92064257370.0;0.0;-18412851474.0;true
2724;MocafeStateMocafeState<-429194, 214605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-92150097770.0;0.0;-18430019554.0;true
2725;MocafeStateMocafeState<-429394, 214705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-92235978170.0;0.0;-18447195634.0;true
2726;MocafeStateMocafeState<-429594, 214805.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-92235979770.0;0.0;-18447195954.0;false
2727;MocafeStateMocafeState<-429394, 214705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-92235978170.0;0.0;-18447195634.0;true
2728;MocafeStateMocafeState<-429594, 214805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-92321898570.0;0.0;-18464379714.0;true
2729;MocafeStateMocafeState<-429794, 214905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-92407858970.0;0.0;-18481571794.0;true
2730;MocafeStateMocafeState<-429994, 215005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-92493859370.0;0.0;-18498771874.0;true
2731;MocafeStateMocafeState<-430194, 215105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-92579899770.0;0.0;-18515979954.0;true
2732;MocafeStateMocafeState<-430394, 215205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-92665980170.0;0.0;-18533196034.0;true
2733;MocafeStateMocafeState<-430594, 215305.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-92709041170.0;0.0;-18541808234.0;false
2734;MocafeStateMocafeState<-430594, 215305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-92752100570.0;0.0;-18550420114.0;true
2735;MocafeStateMocafeState<-430794, 215405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-92838260970.0;0.0;-18567652194.0;true
2736;MocafeStateMocafeState<-430994, 215505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-92924461370.0;0.0;-18584892274.0;true
2737;MocafeStateMocafeState<-431194, 215605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-93010701770.0;0.0;-18602140354.0;true
2738;MocafeStateMocafeState<-431394, 215705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-93096982170.0;0.0;-18619396434.0;true
2739;MocafeStateMocafeState<-431594, 215805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-93183302570.0;0.0;-18636660514.0;true
2740;MocafeStateMocafeState<-431794, 215905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-93269662970.0;0.0;-18653932594.0;true
2741;MocafeStateMocafeState<-431994, 216005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-93356063370.0;0.0;-18671212674.0;true
2742;MocafeStateMocafeState<-432194, 216105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-93442503770.0;0.0;-18688500754.0;true
2743;MocafeStateMocafeState<-432394, 216205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-93528984170.0;0.0;-18705796834.0;true
2744;MocafeStateMocafeState<-432594, 216305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-93615504570.0;0.0;-18723100914.0;true
2745;MocafeStateMocafeState<-432794, 216405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-93702064970.0;0.0;-18740412994.0;true
2746;MocafeStateMocafeState<-432994, 216505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-93788665370.0;0.0;-18757733074.0;true
2747;MocafeStateMocafeState<-433194, 216605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-93875305770.0;0.0;-18775061154.0;true
2748;MocafeStateMocafeState<-433394, 216705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-93961986170.0;0.0;-18792397234.0;true
2749;MocafeStateMocafeState<-433594, 216805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-94048706570.0;0.0;-18809741314.0;true
2750;MocafeStateMocafeState<-433794, 216905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-94135466970.0;0.0;-18827093394.0;true
2751;MocafeStateMocafeState<-433994, 217005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-94222267370.0;0.0;-18844453474.0;true
2752;MocafeStateMocafeState<-434194, 217105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-94309107770.0;0.0;-18861821554.0;true
2753;MocafeStateMocafeState<-434394, 217205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-94395988170.0;0.0;-18879197634.0;true
2754;MocafeStateMocafeState<-434594, 217305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-94482908570.0;0.0;-18896581714.0;true
2755;MocafeStateMocafeState<-434794, 217405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-94569868970.0;0.0;-18913973794.0;true
2756;MocafeStateMocafeState<-434994, 217505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-94656869370.0;0.0;-18931373874.0;true
2757;MocafeStateMocafeState<-435194, 217605.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-94700390370.0;0.0;-18940078074.0;false
2758;MocafeStateMocafeState<-435194, 217605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-94743909770.0;0.0;-18948781954.0;true
2759;MocafeStateMocafeState<-435394, 217705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-94830990170.0;0.0;-18966198034.0;true
2760;MocafeStateMocafeState<-435594, 217805.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-94874551170.0;0.0;-18974910234.0;false
2761;MocafeStateMocafeState<-435594, 217805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-94918110570.0;0.0;-18983622114.0;true
2762;MocafeStateMocafeState<-435794, 217905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-95005270970.0;0.0;-19001054194.0;true
2763;MocafeStateMocafeState<-435994, 218005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-95092471370.0;0.0;-19018494274.0;true
2764;MocafeStateMocafeState<-436194, 218105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-95179711770.0;0.0;-19035942354.0;true
2765;MocafeStateMocafeState<-436394, 218205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-95266992170.0;0.0;-19053398434.0;true
2766;MocafeStateMocafeState<-436594, 218305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-95354312570.0;0.0;-19070862514.0;true
2767;MocafeStateMocafeState<-436794, 218405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-95441672970.0;0.0;-19088334594.0;true
2768;MocafeStateMocafeState<-436994, 218505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-95529073370.0;0.0;-19105814674.0;true
2769;MocafeStateMocafeState<-437194, 218605.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-95529074970.0;0.0;-19105814994.0;false
2770;MocafeStateMocafeState<-436994, 218505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-95529073370.0;0.0;-19105814674.0;true
2771;MocafeStateMocafeState<-437194, 218605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-95616513770.0;0.0;-19123302754.0;true
2772;MocafeStateMocafeState<-437394, 218705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-95703994170.0;0.0;-19140798834.0;true
2773;MocafeStateMocafeState<-437594, 218805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-95791514570.0;0.0;-19158302914.0;true
2774;MocafeStateMocafeState<-437794, 218905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-95879074970.0;0.0;-19175814994.0;true
2775;MocafeStateMocafeState<-437994, 219005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-95966675370.0;0.0;-19193335074.0;true
2776;MocafeStateMocafeState<-438194, 219105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-96054315770.0;0.0;-19210863154.0;true
2777;MocafeStateMocafeState<-438394, 219205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-96141996170.0;0.0;-19228399234.0;true
2778;MocafeStateMocafeState<-438594, 219305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-96229716570.0;0.0;-19245943314.0;true
2779;MocafeStateMocafeState<-438794, 219405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-96317476970.0;0.0;-19263495394.0;true
2780;MocafeStateMocafeState<-438994, 219505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-96405277370.0;0.0;-19281055474.0;true
2781;MocafeStateMocafeState<-439194, 219605.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-96449198370.0;0.0;-19289839674.0;false
2782;MocafeStateMocafeState<-439194, 219605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-96493117770.0;0.0;-19298623554.0;true
2783;MocafeStateMocafeState<-439394, 219705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-96580998170.0;0.0;-19316199634.0;true
2784;MocafeStateMocafeState<-439594, 219805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-96668918570.0;0.0;-19333783714.0;true
2785;MocafeStateMocafeState<-439794, 219905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-96756878970.0;0.0;-19351375794.0;true
2786;MocafeStateMocafeState<-439994, 220005.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-96756880570.0;0.0;-19351376114.0;false
2787;MocafeStateMocafeState<-439794, 219905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-96756878970.0;0.0;-19351375794.0;true
2788;MocafeStateMocafeState<-439994, 220005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-96844879370.0;0.0;-19368975874.0;true
2789;MocafeStateMocafeState<-440194, 220105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-96932919770.0;0.0;-19386583954.0;true
2790;MocafeStateMocafeState<-440394, 220205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-97021000170.0;0.0;-19404200034.0;true
2791;MocafeStateMocafeState<-440594, 220305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-97109120570.0;0.0;-19421824114.0;true
2792;MocafeStateMocafeState<-440794, 220405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-97197280970.0;0.0;-19439456194.0;true
2793;MocafeStateMocafeState<-440994, 220505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-97285481370.0;0.0;-19457096274.0;true
2794;MocafeStateMocafeState<-441194, 220605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-97373721770.0;0.0;-19474744354.0;true
2795;MocafeStateMocafeState<-441394, 220705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-97462002170.0;0.0;-19492400434.0;true
2796;MocafeStateMocafeState<-441594, 220805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-97550322570.0;0.0;-19510064514.0;true
2797;MocafeStateMocafeState<-441794, 220905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-97638682970.0;0.0;-19527736594.0;true
2798;MocafeStateMocafeState<-441994, 221005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-97727083370.0;0.0;-19545416674.0;true
2799;MocafeStateMocafeState<-442194, 221105.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-97727084970.0;0.0;-19545416994.0;false
2800;MocafeStateMocafeState<-441994, 221005.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-97638684570.0;0.0;-19527736914.0;false
2801;MocafeStateMocafeState<-441794, 220905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-97638682970.0;0.0;-19527736594.0;true
2802;MocafeStateMocafeState<-441994, 221005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-97727083370.0;0.0;-19545416674.0;true
2803;MocafeStateMocafeState<-442194, 221105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-97815523770.0;0.0;-19563104754.0;true
2804;MocafeStateMocafeState<-442394, 221205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-97904004170.0;0.0;-19580800834.0;true
2805;MocafeStateMocafeState<-442594, 221305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-97992524570.0;0.0;-19598504914.0;true
2806;MocafeStateMocafeState<-442794, 221405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-98081084970.0;0.0;-19616216994.0;true
2807;MocafeStateMocafeState<-442994, 221505.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-98081086570.0;0.0;-19616217314.0;false
2808;MocafeStateMocafeState<-442794, 221405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-98081084970.0;0.0;-19616216994.0;true
2809;MocafeStateMocafeState<-442994, 221505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-98169685370.0;0.0;-19633937074.0;true
2810;MocafeStateMocafeState<-443194, 221605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-98258325770.0;0.0;-19651665154.0;true
2811;MocafeStateMocafeState<-443394, 221705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-98347006170.0;0.0;-19669401234.0;true
2812;MocafeStateMocafeState<-443594, 221805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-98435726570.0;0.0;-19687145314.0;true
2813;MocafeStateMocafeState<-443794, 221905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-98524486970.0;0.0;-19704897394.0;true
2814;MocafeStateMocafeState<-443994, 222005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-98613287370.0;0.0;-19722657474.0;true
2815;MocafeStateMocafeState<-444194, 222105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-98702127770.0;0.0;-19740425554.0;true
2816;MocafeStateMocafeState<-444394, 222205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-98791008170.0;0.0;-19758201634.0;true
2817;MocafeStateMocafeState<-444594, 222305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-98879928570.0;0.0;-19775985714.0;true
2818;MocafeStateMocafeState<-444794, 222405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-98968888970.0;0.0;-19793777794.0;true
2819;MocafeStateMocafeState<-444994, 222505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-99057889370.0;0.0;-19811577874.0;true
2820;MocafeStateMocafeState<-445194, 222605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-99146929770.0;0.0;-19829385954.0;true
2821;MocafeStateMocafeState<-445394, 222705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-99236010170.0;0.0;-19847202034.0;true
2822;MocafeStateMocafeState<-445594, 222805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-99325130570.0;0.0;-19865026114.0;true
