timeStep;prevStat;prevAct;prevArg;obtRewd;oldQVal;newQVal;randAct
782;MocafeStateMocafeState<-121994, 61005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7454443370.0;0.0;-1490888674.0;true
783;MocafeStateMocafeState<-122194, 61105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7478883770.0;0.0;-1495776754.0;true
784;MocafeStateMocafeState<-122394, 61205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7503364170.0;0.0;-1500672834.0;true
785;MocafeStateMocafeState<-122594, 61305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7527884570.0;0.0;-1505576914.0;true
786;MocafeStateMocafeState<-122794, 61405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7552444970.0;0.0;-1510488994.0;true
787;MocafeStateMocafeState<-122994, 61505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7577045370.0;0.0;-1515409074.0;true
788;MocafeStateMocafeState<-123194, 61605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7601685770.0;0.0;-1520337154.0;true
789;MocafeStateMocafeState<-123394, 61705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7626366170.0;0.0;-1525273234.0;true
790;MocafeStateMocafeState<-123594, 61805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7651086570.0;0.0;-1530217314.0;true
791;MocafeStateMocafeState<-123794, 61905.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-7663467570.0;0.0;-1532693514.0;false
792;MocafeStateMocafeState<-123794, 61905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7675846970.0;0.0;-1535169394.0;true
793;MocafeStateMocafeState<-123994, 62005.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-7688247970.0;0.0;-1537649594.0;false
794;MocafeStateMocafeState<-123994, 62005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7700647370.0;0.0;-1540129474.0;true
795;MocafeStateMocafeState<-124194, 62105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7725487770.0;0.0;-1545097554.0;true
796;MocafeStateMocafeState<-124394, 62205.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-7737928770.0;0.0;-1547585754.0;false
797;MocafeStateMocafeState<-124394, 62205.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-7737928770.0;0.0;-1547585754.0;false
798;MocafeStateMocafeState<-124394, 62205.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-7737928770.0;0.0;-1547585754.0;false
799;MocafeStateMocafeState<-124394, 62205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7750368170.0;0.0;-1550073634.0;true
800;MocafeStateMocafeState<-124594, 62305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7775288570.0;0.0;-1555057714.0;true
801;MocafeStateMocafeState<-124794, 62405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7800248970.0;0.0;-1560049794.0;true
802;MocafeStateMocafeState<-124994, 62505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7825249370.0;0.0;-1565049874.0;true
803;MocafeStateMocafeState<-125194, 62605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7850289770.0;0.0;-1570057954.0;true
804;MocafeStateMocafeState<-125394, 62705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7875370170.0;0.0;-1575074034.0;true
805;MocafeStateMocafeState<-125594, 62805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7900490570.0;0.0;-1580098114.0;true
806;MocafeStateMocafeState<-125794, 62905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7925650970.0;0.0;-1585130194.0;true
807;MocafeStateMocafeState<-125994, 63005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7950851370.0;0.0;-1590170274.0;true
808;MocafeStateMocafeState<-126194, 63105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-7976091770.0;0.0;-1595218354.0;true
809;MocafeStateMocafeState<-126394, 63205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8001372170.0;0.0;-1600274434.0;true
810;MocafeStateMocafeState<-126594, 63305.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-8014033170.0;0.0;-1602806634.0;false
811;MocafeStateMocafeState<-126594, 63305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8026692570.0;0.0;-1605338514.0;true
812;MocafeStateMocafeState<-126794, 63405.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-8026694170.0;0.0;-1605338834.0;false
813;MocafeStateMocafeState<-126594, 63305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8026692570.0;0.0;-1605338514.0;true
814;MocafeStateMocafeState<-126794, 63405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8052052970.0;0.0;-1610410594.0;true
815;MocafeStateMocafeState<-126994, 63505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8077453370.0;0.0;-1615490674.0;true
816;MocafeStateMocafeState<-127194, 63605.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-8090174370.0;0.0;-1618034874.0;false
817;MocafeStateMocafeState<-127194, 63605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8102893770.0;0.0;-1620578754.0;true
818;MocafeStateMocafeState<-127394, 63705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8128374170.0;0.0;-1625674834.0;true
819;MocafeStateMocafeState<-127594, 63805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8153894570.0;0.0;-1630778914.0;true
820;MocafeStateMocafeState<-127794, 63905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8179454970.0;0.0;-1635890994.0;true
821;MocafeStateMocafeState<-127994, 64005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8205055370.0;0.0;-1641011074.0;true
822;MocafeStateMocafeState<-128194, 64105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8230695770.0;0.0;-1646139154.0;true
823;MocafeStateMocafeState<-128394, 64205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8256376170.0;0.0;-1651275234.0;true
824;MocafeStateMocafeState<-128594, 64305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8282096570.0;0.0;-1656419314.0;true
825;MocafeStateMocafeState<-128794, 64405.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-8294977570.0;0.0;-1658995514.0;false
826;MocafeStateMocafeState<-128794, 64405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8307856970.0;0.0;-1661571394.0;true
827;MocafeStateMocafeState<-128994, 64505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8333657370.0;0.0;-1666731474.0;true
828;MocafeStateMocafeState<-129194, 64605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8359497770.0;0.0;-1671899554.0;true
829;MocafeStateMocafeState<-129394, 64705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8385378170.0;0.0;-1677075634.0;true
830;MocafeStateMocafeState<-129594, 64805.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-8398339170.0;0.0;-1679667834.0;false
831;MocafeStateMocafeState<-129594, 64805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8411298570.0;0.0;-1682259714.0;true
832;MocafeStateMocafeState<-129794, 64905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8437258970.0;0.0;-1687451794.0;true
833;MocafeStateMocafeState<-129994, 65005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8463259370.0;0.0;-1692651874.0;true
834;MocafeStateMocafeState<-130194, 65105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8489299770.0;0.0;-1697859954.0;true
835;MocafeStateMocafeState<-130394, 65205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8515380170.0;0.0;-1703076034.0;true
836;MocafeStateMocafeState<-130594, 65305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8541500570.0;0.0;-1708300114.0;true
837;MocafeStateMocafeState<-130794, 65405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8567660970.0;0.0;-1713532194.0;true
838;MocafeStateMocafeState<-130994, 65505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8593861370.0;0.0;-1718772274.0;true
839;MocafeStateMocafeState<-131194, 65605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8620101770.0;0.0;-1724020354.0;true
840;MocafeStateMocafeState<-131394, 65705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8646382170.0;0.0;-1729276434.0;true
841;MocafeStateMocafeState<-131594, 65805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8672702570.0;0.0;-1734540514.0;true
842;MocafeStateMocafeState<-131794, 65905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8699062970.0;0.0;-1739812594.0;true
843;MocafeStateMocafeState<-131994, 66005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8725463370.0;0.0;-1745092674.0;true
844;MocafeStateMocafeState<-132194, 66105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8751903770.0;0.0;-1750380754.0;true
845;MocafeStateMocafeState<-132394, 66205.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-8751905370.0;0.0;-1750381074.0;false
846;MocafeStateMocafeState<-132194, 66105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8751903770.0;0.0;-1750380754.0;true
847;MocafeStateMocafeState<-132394, 66205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8778384170.0;0.0;-1755676834.0;true
848;MocafeStateMocafeState<-132594, 66305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8804904570.0;0.0;-1760980914.0;true
849;MocafeStateMocafeState<-132794, 66405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8831464970.0;0.0;-1766292994.0;true
850;MocafeStateMocafeState<-132994, 66505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8858065370.0;0.0;-1771613074.0;true
851;MocafeStateMocafeState<-133194, 66605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8884705770.0;0.0;-1776941154.0;true
852;MocafeStateMocafeState<-133394, 66705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8911386170.0;0.0;-1782277234.0;true
853;MocafeStateMocafeState<-133594, 66805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8938106570.0;0.0;-1787621314.0;true
854;MocafeStateMocafeState<-133794, 66905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8964866970.0;0.0;-1792973394.0;true
855;MocafeStateMocafeState<-133994, 67005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-8991667370.0;0.0;-1798333474.0;true
856;MocafeStateMocafeState<-134194, 67105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9018507770.0;0.0;-1803701554.0;true
857;MocafeStateMocafeState<-134394, 67205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9045388170.0;0.0;-1809077634.0;true
858;MocafeStateMocafeState<-134594, 67305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9072308570.0;0.0;-1814461714.0;true
859;MocafeStateMocafeState<-134794, 67405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9099268970.0;0.0;-1819853794.0;true
860;MocafeStateMocafeState<-134994, 67505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9126269370.0;0.0;-1825253874.0;true
861;MocafeStateMocafeState<-135194, 67605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9153309770.0;0.0;-1830661954.0;true
862;MocafeStateMocafeState<-135394, 67705.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-9166850770.0;0.0;-1833370154.0;false
863;MocafeStateMocafeState<-135394, 67705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9180390170.0;0.0;-1836078034.0;true
864;MocafeStateMocafeState<-135594, 67805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9207510570.0;0.0;-1841502114.0;true
865;MocafeStateMocafeState<-135794, 67905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9234670970.0;0.0;-1846934194.0;true
866;MocafeStateMocafeState<-135994, 68005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9261871370.0;0.0;-1852374274.0;true
867;MocafeStateMocafeState<-136194, 68105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9289111770.0;0.0;-1857822354.0;true
868;MocafeStateMocafeState<-136394, 68205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9316392170.0;0.0;-1863278434.0;true
869;MocafeStateMocafeState<-136594, 68305.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-9316393770.0;0.0;-1863278754.0;false
870;MocafeStateMocafeState<-136394, 68205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9316392170.0;0.0;-1863278434.0;true
871;MocafeStateMocafeState<-136594, 68305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9343712570.0;0.0;-1868742514.0;true
872;MocafeStateMocafeState<-136794, 68405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9371072970.0;0.0;-1874214594.0;true
873;MocafeStateMocafeState<-136994, 68505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9398473370.0;0.0;-1879694674.0;true
874;MocafeStateMocafeState<-137194, 68605.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-9398474970.0;0.0;-1879694994.0;false
875;MocafeStateMocafeState<-136994, 68505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9398473370.0;0.0;-1879694674.0;true
876;MocafeStateMocafeState<-137194, 68605.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-9412194370.0;0.0;-1882438874.0;false
877;MocafeStateMocafeState<-137194, 68605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9425913770.0;0.0;-1885182754.0;true
878;MocafeStateMocafeState<-137394, 68705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9453394170.0;0.0;-1890678834.0;true
879;MocafeStateMocafeState<-137594, 68805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9480914570.0;0.0;-1896182914.0;true
880;MocafeStateMocafeState<-137794, 68905.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-9480916170.0;0.0;-1896183234.0;false
881;MocafeStateMocafeState<-137594, 68805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9480914570.0;0.0;-1896182914.0;true
882;MocafeStateMocafeState<-137794, 68905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9508474970.0;0.0;-1901694994.0;true
883;MocafeStateMocafeState<-137994, 69005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9536075370.0;0.0;-1907215074.0;true
884;MocafeStateMocafeState<-138194, 69105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9563715770.0;0.0;-1912743154.0;true
885;MocafeStateMocafeState<-138394, 69205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9591396170.0;0.0;-1918279234.0;true
886;MocafeStateMocafeState<-138594, 69305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9619116570.0;0.0;-1923823314.0;true
887;MocafeStateMocafeState<-138794, 69405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9646876970.0;0.0;-1929375394.0;true
888;MocafeStateMocafeState<-138994, 69505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9674677370.0;0.0;-1934935474.0;true
889;MocafeStateMocafeState<-139194, 69605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9702517770.0;0.0;-1940503554.0;true
890;MocafeStateMocafeState<-139394, 69705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9730398170.0;0.0;-1946079634.0;true
891;MocafeStateMocafeState<-139594, 69805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9758318570.0;0.0;-1951663714.0;true
892;MocafeStateMocafeState<-139794, 69905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9786278970.0;0.0;-1957255794.0;true
893;MocafeStateMocafeState<-139994, 70005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9814279370.0;0.0;-1962855874.0;true
894;MocafeStateMocafeState<-140194, 70105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9842319770.0;0.0;-1968463954.0;true
895;MocafeStateMocafeState<-140394, 70205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9870400170.0;0.0;-1974080034.0;true
896;MocafeStateMocafeState<-140594, 70305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9898520570.0;0.0;-1979704114.0;true
897;MocafeStateMocafeState<-140794, 70405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9926680970.0;0.0;-1985336194.0;true
898;MocafeStateMocafeState<-140994, 70505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9954881370.0;0.0;-1990976274.0;true
899;MocafeStateMocafeState<-141194, 70605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-9983121770.0;0.0;-1996624354.0;true
900;MocafeStateMocafeState<-141394, 70705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10011402170.0;0.0;-2002280434.0;true
901;MocafeStateMocafeState<-141594, 70805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10039722570.0;0.0;-2007944514.0;true
902;MocafeStateMocafeState<-141794, 70905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10068082970.0;0.0;-2013616594.0;true
903;MocafeStateMocafeState<-141994, 71005.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-10082283970.0;0.0;-2016456794.0;false
904;MocafeStateMocafeState<-141994, 71005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10096483370.0;0.0;-2019296674.0;true
905;MocafeStateMocafeState<-142194, 71105.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-10110704370.0;0.0;-2022140874.0;false
906;MocafeStateMocafeState<-142194, 71105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10124923770.0;0.0;-2024984754.0;true
907;MocafeStateMocafeState<-142394, 71205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10153404170.0;0.0;-2030680834.0;true
908;MocafeStateMocafeState<-142594, 71305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10181924570.0;0.0;-2036384914.0;true
909;MocafeStateMocafeState<-142794, 71405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10210484970.0;0.0;-2042096994.0;true
910;MocafeStateMocafeState<-142994, 71505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10239085370.0;0.0;-2047817074.0;true
911;MocafeStateMocafeState<-143194, 71605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10267725770.0;0.0;-2053545154.0;true
912;MocafeStateMocafeState<-143394, 71705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10296406170.0;0.0;-2059281234.0;true
913;MocafeStateMocafeState<-143594, 71805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10325126570.0;0.0;-2065025314.0;true
914;MocafeStateMocafeState<-143794, 71905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10353886970.0;0.0;-2070777394.0;true
915;MocafeStateMocafeState<-143994, 72005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10382687370.0;0.0;-2076537474.0;true
916;MocafeStateMocafeState<-144194, 72105.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-10382688970.0;0.0;-2076537794.0;false
917;MocafeStateMocafeState<-143994, 72005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10382687370.0;0.0;-2076537474.0;true
918;MocafeStateMocafeState<-144194, 72105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10411527770.0;0.0;-2082305554.0;true
919;MocafeStateMocafeState<-144394, 72205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10440408170.0;0.0;-2088081634.0;true
920;MocafeStateMocafeState<-144594, 72305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10469328570.0;0.0;-2093865714.0;true
921;MocafeStateMocafeState<-144794, 72405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10498288970.0;0.0;-2099657794.0;true
922;MocafeStateMocafeState<-144994, 72505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10527289370.0;0.0;-2105457874.0;true
923;MocafeStateMocafeState<-145194, 72605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10556329770.0;0.0;-2111265954.0;true
924;MocafeStateMocafeState<-145394, 72705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10585410170.0;0.0;-2117082034.0;true
925;MocafeStateMocafeState<-145594, 72805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10614530570.0;0.0;-2122906114.0;true
926;MocafeStateMocafeState<-145794, 72905.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-10614532170.0;0.0;-2122906434.0;false
927;MocafeStateMocafeState<-145594, 72805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10614530570.0;0.0;-2122906114.0;true
928;MocafeStateMocafeState<-145794, 72905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10643690970.0;0.0;-2128738194.0;true
929;MocafeStateMocafeState<-145994, 73005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10672891370.0;0.0;-2134578274.0;true
930;MocafeStateMocafeState<-146194, 73105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10702131770.0;0.0;-2140426354.0;true
931;MocafeStateMocafeState<-146394, 73205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10731412170.0;0.0;-2146282434.0;true
932;MocafeStateMocafeState<-146594, 73305.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-10731413770.0;0.0;-2146282754.0;false
933;MocafeStateMocafeState<-146394, 73205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10731412170.0;0.0;-2146282434.0;true
934;MocafeStateMocafeState<-146594, 73305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10760732570.0;0.0;-2152146514.0;true
935;MocafeStateMocafeState<-146794, 73405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10790092970.0;0.0;-2158018594.0;true
936;MocafeStateMocafeState<-146994, 73505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10819493370.0;0.0;-2163898674.0;true
937;MocafeStateMocafeState<-147194, 73605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10848933770.0;0.0;-2169786754.0;true
938;MocafeStateMocafeState<-147394, 73705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10878414170.0;0.0;-2175682834.0;true
939;MocafeStateMocafeState<-147594, 73805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10907934570.0;0.0;-2181586914.0;true
940;MocafeStateMocafeState<-147794, 73905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10937494970.0;0.0;-2187498994.0;true
941;MocafeStateMocafeState<-147994, 74005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10967095370.0;0.0;-2193419074.0;true
942;MocafeStateMocafeState<-148194, 74105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-10996735770.0;0.0;-2199347154.0;true
943;MocafeStateMocafeState<-148394, 74205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-11026416170.0;0.0;-2205283234.0;true
944;MocafeStateMocafeState<-148594, 74305.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-11056136570.0;0.0;-2211227314.0;true
945;MocafeStateMocafeState<-148794, 74405.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-11085896970.0;0.0;-2217179394.0;true
946;MocafeStateMocafeState<-148994, 74505.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-11115697370.0;0.0;-2223139474.0;true
947;MocafeStateMocafeState<-149194, 74605.0>;MaintainDrinkPrice;MaintainDrinkPriceArgSet<>;-11130618370.0;0.0;-2226123674.0;false
948;MocafeStateMocafeState<-149194, 74605.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-11145537770.0;0.0;-2229107554.0;true
949;MocafeStateMocafeState<-149394, 74705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-11175418170.0;0.0;-2235083634.0;true
950;MocafeStateMocafeState<-149594, 74805.0>;DecreaseDrinkPrice;DecreaseDrinkPriceArgSet<100>;-11175419770.0;0.0;-2235083954.0;false
951;MocafeStateMocafeState<-149394, 74705.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-11175418170.0;0.0;-2235083634.0;true
952;MocafeStateMocafeState<-149594, 74805.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-11205338570.0;0.0;-2241067714.0;true
953;MocafeStateMocafeState<-149794, 74905.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-11235298970.0;0.0;-2247059794.0;true
954;MocafeStateMocafeState<-149994, 75005.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-11265299370.0;0.0;-2253059874.0;true
955;MocafeStateMocafeState<-150194, 75105.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-11295339770.0;0.0;-2259067954.0;true
956;MocafeStateMocafeState<-150394, 75205.0>;IncreaseDrinkPrice;IncreaseDrinkPriceArgSet<100>;-11325420170.0;0.0;-2265084034.0;true
